rank,worth_billions,category,name,age,country,city,source,industry,countryOfCitizenship,self_made,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,age_group,worth_tier,year,company_founded,company_name,company_relationship,company_sector,company_type,country_code,gdp,region,wealth_type,wealth_category,from_emerging,inherited_raw,was_founder,was_political,inherited
988,1.8,,Ronald Wanek,72.0,United States,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1970.0,Ashley Furniture,founder,furniture,aquired,USA,0.0,North America,founder non-finance,Traded Sectors,True,not inherited,True,True,False
988,1.8,,Stanley Perron,91.0,Australia,,,Real Estate,,True,,male,,,,,,,,,,,,,,,,,,,90+,1–2B,2014,1959.0,Hancock Prospecting,investor,mining,new,AUS,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
988,1.8,,Sunny Varkey,56.0,India,,,Other,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1959.0,GEMS Education,chairman,education,new,IND,0.0,South Asia,executive,0,True,not inherited,True,True,False
988,1.8,,Susan Hirt Hagen,77.0,United States,,,Money Management,,False,,female,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1925.0,Erie Indemnity,relation,insurance,new,USA,0.0,North America,inherited,Financial,True,father,True,True,True
988,1.8,,Thomas Meyer,0.0,Switzerland,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,<30,1–2B,2014,1984.0,Desigual,founder,apparel retail,new,CHE,0.0,Europe,founder non-finance,Traded Sectors,True,not inherited,True,True,False
988,1.8,,Timur Kulibaev,47.0,Kazakhstan,,,Money Management,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1923.0,Halyk Bank,owner,banking,privatization,KAZ,0.0,South Asia,privatized and resources,Financial,True,not inherited,True,True,False
988,1.8,,Tiong Hiew King,78.0,Malaysia,,,Mining and metals,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1976.0,Rimbunan Hijau Group,founder,timber,new,MYS,0.0,East Asia,privatized and resources,Resource Related,True,not inherited,True,True,False
988,1.8,,Tsai Cheng-da,0.0,Taiwan,,,Money Management,,False,,male,,,,,,,,,,,,,,,,,,,<30,1–2B,2014,1962.0,Cathay Life Insurance,relation,financial services,new,Taiwan,0.0,East Asia,inherited,Financial,True,father,True,True,True
988,1.8,,Wu Guangming,52.0,China,,,Technology-Medical,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1998.0,Jiangsu Yuyue Medical Equipment and Supply,founder,medical equipment,new,CHN,0.0,East Asia,founder non-finance,New Sectors,True,not inherited,True,True,False
988,1.8,,Yasseen Mansour,52.0,Egypt,,,Diversified financial,,False,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1952.0,Mansour Group,relation,automobiles,new,EGY,0.0,Middle East/North Africa,inherited,Financial,True,father,True,True,True
988,1.8,,Yuri Milner,52.0,Russia,,,Technology-Computer,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1999.0,Digital Sky Technologies (Mail.ru),founder,venture capitalist,new,RUS,0.0,Europe,founder non-finance,New Sectors,True,not inherited,True,True,False
988,1.8,,Zhang Zhirong,45.0,Hong Kong,,,Non-consumer industrial,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,2005.0,China Rongsheng,CEO,shipbuilding,new,HKG,0.0,East Asia,executive,Traded Sectors,True,not inherited,True,True,False
988,1.8,,Zhu Xingliang,54.0,China,,,Constrution,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1994.0,Suzhou Gold Mantis,investor,construction,new,CHN,0.0,East Asia,executive,Non-Traded Sectors,True,not inherited,True,True,False
1036,1.8,,Alain Bouchard,64.0,Canada,,,"Retail, Restaurant",,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1980.0,Alimentation Couche-Tard,founder,retail,new,CAN,0.0,North America,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1036,1.8,,Bill Adderley,66.0,United Kingdom,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1979.0,Dunelm,founder,furniture,new,GBR,0.0,Europe,founder non-finance,Traded Sectors,True,not inherited,True,True,False
1036,1.8,,David Nahmad,66.0,Monaco,,,Other,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1960.0,,founder,art dealing,new,MCO,0.0,Europe,founder non-finance,0,True,not inherited,True,True,False
1036,1.8,,Gerald Schwartz,72.0,Canada,,,Money Management,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1983.0,Onex Corporation,founder,private equity,new,CAN,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1036,1.8,,Jayme Garfinkel,67.0,Brazil,,,Money Management,,False,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1945.0,Porto Seguro Seguros,Chairman and Chief Executive Officer,insurance,new,BRA,0.0,Latin America,inherited,Financial,True,father,True,True,True
1036,1.8,,John Brown,79.0,United States,,,Technology-Medical,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1941.0,Stryker Corporation,Chairman,medical supplies,new,USA,0.0,North America,executive,New Sectors,True,not inherited,True,True,False
1036,1.8,,Judy Love,0.0,United States,,,"Retail, Restaurant",,True,,female,,,,,,,,,,,,,,,,,,,<30,1–2B,2014,1964.0,Love's Travel Stops & Country Stores,founder,truck stops,new,USA,0.0,North America,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1036,1.8,,Lynda Resnick,0.0,United States,,,Consumer,,True,,female,,,,,,,,,,,,,,,,,,,<30,1–2B,2014,1934.0,"Teleflora, Pistachios, POM, Fij",owner,agriculture,aquired,USA,0.0,North America,executive,Traded Sectors,True,not inherited,True,True,False
1036,1.8,,Marian Ilitch,0.0,United States,,,"Retail, Restaurant",,True,,female,,,,,,,,,,,,,,,,,,,<30,1–2B,2014,1959.0,Little Ceasers Pizza,founder,restaurant,new,USA,0.0,North America,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1036,1.8,,Michael Hintze,60.0,Australia,,,Diversified financial,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1999.0,CQS,founder,hedge funds,new,AUS,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1036,1.8,,Michael Ilitch,0.0,United States,,,"Retail, Restaurant",,True,,male,,,,,,,,,,,,,,,,,,,<30,1–2B,2014,1959.0,Little Ceasers Pizza,founder,restaurant,new,USA,0.0,North America,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1036,1.8,,Murdaya Poo,73.0,Indonesia,,,Diversified financial,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1988.0,Central Cipta Murdaya,founder,"timber, plantations",new,IDN,0.0,East Asia,privatized and resources,Financial,True,not inherited,True,True,False
1036,1.8,,Prasert Prasarttong-Osoth,80.0,Thailand,,,Real Estate,,True,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1969.0,Bangkok Dusit Medical Services,founder,hospitals,new,THA,0.0,East Asia,self-made finance,Financial,True,not inherited,True,True,False
1036,1.8,,Shin Dong-Joo,60.0,South Korea,,,"Retail, Restaurant",,False,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1948.0,Lotte Group,relation,retail,new,KOR,0.0,East Asia,inherited,Non-Traded Sectors,True,father,True,True,True
1036,1.8,,Stewart Resnick,0.0,United States,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,<30,1–2B,2014,1934.0,"Teleflora, Pistachios, POM, Fij",owner,agriculture,aquired,USA,0.0,North America,executive,Traded Sectors,True,not inherited,True,True,False
1036,1.8,,Tom Love,0.0,United States,,,"Retail, Restaurant",,True,,male,,,,,,,,,,,,,,,,,,,<30,1–2B,2014,1964.0,Love's Travel Stops & Country Stores,founder,truck stops,new,USA,0.0,North America,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1046,1.7,,Alexander Machkevich,60.0,Israel,,,Mining and metals,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1994.0,Eurasion natural Resources Corporation,founder,metals,new,ISR,0.0,Middle East/North Africa,privatized and resources,Resource Related,True,not inherited,True,True,False
1046,1.7,,Alijan Ibragimov,60.0,Kazakhstan,,,Mining and metals,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1994.0,Eurasion natural Resources Corporation,founder,metals,new,KAZ,0.0,South Asia,privatized and resources,Resource Related,True,not inherited,True,True,False
1046,1.7,,Andrei Kosogov,52.0,Russia,,,Energy,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1989.0,Alfa Group,supervisory board or directors,oil,new,RUS,0.0,Europe,privatized and resources,Resource Related,True,not inherited,True,True,False
1046,1.7,,Arkady Volozh,50.0,Russia,,,Technology-Computer,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1997.0,Yandex,founder,internet,new,RUS,0.0,Europe,founder non-finance,New Sectors,True,not inherited,True,True,False
1046,1.7,,Boris Rotenberg,57.0,Russia,,,Constrution,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1930.0,"SGM Group, Mostotrest, TPS Avia",owner,construction,"new, privitization",RUS,0.0,Europe,privatized and resources,Non-Traded Sectors,True,not inherited,True,True,False
1046,1.7,,Chung Mong-Joon,62.0,South Korea,,,Consumer,,False,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1967.0,Hyundai,relation,cars,new,KOR,0.0,East Asia,inherited,Traded Sectors,True,father,True,True,True
1046,1.7,,Gabriel Escarrer,79.0,Spain,,,"Retail, Restaurant",,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1956.0,Melia Hotels International,founder,hotels,new,ESP,0.0,Europe,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1046,1.7,,Gavril Yushvaev,56.0,Russia,,,Mining and metals,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1992.0,Wimm-Bill-Dann,owner,dairy,new,RUS,0.0,Europe,privatized and resources,Resource Related,True,not inherited,True,True,False
1046,1.7,,Huang Bingwen,60.0,Australia,,,Media,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1983.0,Shantou Dongfeng Printing,founder,printing,new,AUS,0.0,North America,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1046,1.7,,Huang Li,50.0,China,,,Technology-Computer,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1999.0,Wuhan Guide Infrared,founder,electronics,new,CHN,0.0,East Asia,founder non-finance,New Sectors,True,not inherited,True,True,False
1046,1.7,,Huang Wei,54.0,China,,,Real Estate,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1993.0,Xinhu Zhongbao,president,real estate,new,CHN,0.0,East Asia,self-made finance,Financial,True,not inherited,True,True,False
1046,1.7,,Igor Altushkin,43.0,Russia,,,Mining and metals,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1997.0,Russian Copper Company,founder,metals,new,RUS,0.0,Europe,privatized and resources,Resource Related,True,not inherited,True,True,False
1046,1.7,,Jeffrey Lorberbaum,59.0,United States,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1875.0,Mohawk Industries,Chairman and Chief Executive Officer,flooring,aquired,USA,0.0,North America,executive,Traded Sectors,True,not inherited,True,True,False
1046,1.7,,Joop van den Ende,72.0,Netherlands,,,Media,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1993.0,Endemol,founder,media,new,NLD,0.0,Europe,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1046,1.7,,Katsumi Tada,68.0,Japan,,,Real Estate,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1974.0,Daito Trust Construction,founder,real estate,new,JPN,0.0,East Asia,self-made finance,Financial,True,not inherited,True,True,False
1046,1.7,,Kerry Stokes,73.0,Australia,,,Media,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1958.0,Seven Canberra,investor,media,aquired,AUS,0.0,North America,executive,Non-Traded Sectors,True,not inherited,True,True,False
1046,1.7,,Lee Joong-Keun,73.0,South Korea,,,Technology-Computer,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1983.0,Booyoung Group,founder,construction,new,KOR,0.0,East Asia,founder non-finance,New Sectors,True,not inherited,True,True,False
1046,1.7,,Lee Myung-Hee,70.0,South Korea,,,"Retail, Restaurant",,False,,female,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1930.0,Shinsegae Group,relation,electronics,subsidiary,KOR,0.0,East Asia,inherited,Non-Traded Sectors,True,father,True,True,True
1046,1.7,,Lin Xiucheng,58.0,China,,,Technology-Computer,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,2000.0,San'an Electronics,chairman,electronics,new,CHN,0.0,East Asia,executive,New Sectors,True,not inherited,True,True,False
1046,1.7,,Marc Lasry,53.0,United States,,,Hedge funds,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1995.0,Avenue Capital Group,founder,hedge funds,new,USA,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1046,1.7,,Martua Sitorus,54.0,Indonesia,,,Mining and metals,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1991.0,Wilmar International,founder,palm oil,new,IDN,0.0,East Asia,privatized and resources,Resource Related,True,not inherited,True,True,False
1046,1.7,,N.R. Narayana Murthy,67.0,India,,,Technology-Computer,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1981.0,Infosys,founder,software,new,IND,0.0,South Asia,founder non-finance,New Sectors,True,not inherited,True,True,False
1046,1.7,,Patokh Chodiev,61.0,Belgium,,,Mining and metals,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1994.0,Eurasion natural Resources Corporation,founder,metals,new,BEL,0.0,Europe,privatized and resources,Resource Related,True,not inherited,True,True,False
1046,1.7,,Peter Peterson,87.0,United States,,,Money Management,,True,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1985.0,Blackstone Group,founder,private equity,new,USA,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1046,1.7,,Pier Luigi Loro Piana,62.0,Italy,,,Consumer,,False,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1924.0,Loro Piana,relation,clothing,new,ITA,0.0,Europe,inherited,Traded Sectors,True,3rd generation,True,True,True
1046,1.7,,Ralph Sonnenberg,79.0,Netherlands,,,Consumer,,False,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1919.0,Hunter Douglas Group,relation,architectural products,new,NLD,0.0,Europe,inherited,Traded Sectors,True,father,True,True,True
1046,1.7,,Rolf Gerling,59.0,Germany,,,Money Management,,False,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1904.0,Gerling Konzern,relation,insurance,new,DEU,0.0,Europe,inherited,Financial,True,father,True,True,True
1046,1.7,,Shao Genhuo,48.0,China,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1994.0,DBN Group,founder,agribusiness,new,CHN,0.0,East Asia,founder non-finance,Traded Sectors,True,not inherited,True,True,False
1046,1.7,,Thomas Secunda,59.0,United States,,,Media,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1981.0,Bloomberg,founder, finance, new,USA,0.0,North America,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1046,1.7,,Tony Tan Caktiong,61.0,Philippines,,,"Retail, Restaurant",,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1978.0,Jollibee,founder,restaurant,new,PHL,0.0,East Asia,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1046,1.7,,Wang Junmin,45.0,China,,,Technology-Medical,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,2000.0,Haisco Pharmaceutical Group,founder,pharmaceuticals,new,CHN,0.0,East Asia,founder non-finance,New Sectors,True,not inherited,True,True,False
1046,1.7,,Zhang Hongwei,59.0,China,,,Diversified financial,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,2007.0,United Energy Group,chairman,oil,new,CHN,0.0,East Asia,self-made finance,Financial,True,not inherited,True,True,False
1078,1.7,,Alfred Oetker,47.0,Germany,,,Consumer,,False,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1891.0,Oetker-Gruppe,relation,retail,new,DEU,0.0,Europe,inherited,Traded Sectors,True,4th generation,True,True,True
1078,1.7,,August Oetker,69.0,Germany,,,Consumer,,False,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1891.0,Oetker-Gruppe,relation,retail,new,DEU,0.0,Europe,inherited,Traded Sectors,True,4th generation,True,True,True
1078,1.7,,Bergit Douglas,67.0,Germany,,,Consumer,,False,,female,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1891.0,Oetker-Gruppe,relation,retail,new,DEU,0.0,Europe,inherited,Traded Sectors,True,4th generation,True,True,True
1078,1.7,,Carl Ferdinand Oetker,41.0,Germany,,,Consumer,,False,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1891.0,Oetker-Gruppe,relation,retail,new,DEU,0.0,Europe,inherited,Traded Sectors,True,4th generation,True,True,True
1078,1.7,,Christian Oetker,65.0,Germany,,,Consumer,,False,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1891.0,Oetker-Gruppe,relation,retail,new,DEU,0.0,Europe,inherited,Traded Sectors,True,4th generation,True,True,True
1078,1.7,,Domenico Dolce,55.0,Italy,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1987.0,Dolce & Gabbana,founder,fashion,new,ITA,0.0,Europe,founder non-finance,Traded Sectors,True,not inherited,True,True,False
1078,1.7,,Edgar de Picciotto,84.0,Switzerland,,,Money Management,,True,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1969.0,Union Bancaire Privee,founder,banking,new,CHE,0.0,Europe,self-made finance,Financial,True,not inherited,True,True,False
1078,1.7,,Hoang Kieu,69.0,United States,,,Technology-Medical,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1980.0,RAAS,founder,pharmaceuticals,new,USA,0.0,North America,founder non-finance,New Sectors,True,not inherited,True,True,False
1078,1.7,,Julia Oetker,35.0,Germany,,,Consumer,,False,,female,,,,,,,,,,,,,,,,,,,30s,1–2B,2014,1891.0,Oetker-Gruppe,relation,retail,new,DEU,0.0,Europe,inherited,Traded Sectors,True,4th generation,True,True,True
1078,1.7,,Nelson Peltz,71.0,United States,,,Diversified financial,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,2005.0,Trian Fund Management,founder,investment banking,new,USA,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1078,1.7,,Richard Oetker,63.0,Germany,,,Consumer,,False,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1891.0,Oetker-Gruppe,relation,retail,new,DEU,0.0,Europe,inherited,Traded Sectors,True,4th generation,True,True,True
1078,1.7,,Rosely Schweizer,73.0,Germany,,,Consumer,,False,,female,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1891.0,Oetker-Gruppe,relation,retail,new,DEU,0.0,Europe,inherited,Traded Sectors,True,4th generation,True,True,True
1078,1.7,,Stefano Gabbana,51.0,Italy,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1987.0,Dolce & Gabbana,founder,fashion,new,ITA,0.0,Europe,founder non-finance,Traded Sectors,True,not inherited,True,True,False
1078,1.7,,Vladimir Kim,53.0,Kazakhstan,,,Mining and metals,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1930.0,Kazkhmys,investor,mining,privatization,KAZ,0.0,South Asia,privatized and resources,Resource Related,True,not inherited,True,True,False
1092,1.6,,Achmad Hamami,83.0,Indonesia,,,Non-consumer industrial,,True,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1980.0,Trakindo Utama,founder,heavy equipment,new,IDN,0.0,East Asia,founder non-finance,Traded Sectors,True,not inherited,True,True,False
1092,1.6,,Alan Howard,50.0,United Kingdom,,,Hedge funds,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,2002.0,Brevan Howard Asset Management,founder,hedge funds,new,GBR,0.0,Europe,self-made finance,Financial,True,not inherited,True,True,False
1092,1.6,,Albert von Thurn und Taxis,30.0,Germany,,,Diversified financial,,False,,male,,,,,,,,,,,,,,,,,,,30s,1–2B,2014,1615.0,von Thurn and Taxis family,relation,"postal service, beverages",new,DEU,0.0,Europe,inherited,Financial,True,5th generation or longer,True,True,True
1092,1.6,,Alfred James Clark,86.0,United States,,,Constrution,,True,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1906.0,Clark Enterprises,chairman,construction,aquired,USA,0.0,North America,executive,Non-Traded Sectors,True,not inherited,True,True,False
1092,1.6,,Andrea Della Valle,48.0,Italy,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1920.0,Tod's,relation,leather,new,ITA,0.0,Europe,executive,Traded Sectors,True,not inherited,True,True,False
1092,1.6,,Cao Kejian,51.0,China,,,Non-consumer industrial,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1956.0,Zhejiang Kaishan Compressor,chairman,air compressors,privatization,CHN,0.0,East Asia,privatized and resources,Traded Sectors,True,not inherited,True,True,False
1092,1.6,,"Chase Coleman, III.",38.0,United States,,,Hedge funds,,True,,male,,,,,,,,,,,,,,,,,,,30s,1–2B,2014,2000.0,Tiger Global Management,founder,hedge funds,new,USA,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1092,1.6,,D. Leopoldo Del Pino y Calvo-Sotelo,52.0,Spain,,,Constrution,,False,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1952.0,Ferrovial,relation,construction,new,ESP,0.0,Europe,inherited,Non-Traded Sectors,True,father,True,True,True
1092,1.6,,David Einhorn,45.0,United States,,,Hedge funds,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1996.0,Greenlight Capital,founder,hedge funds,new,USA,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1092,1.6,,Denise Coates,46.0,United Kingdom,,,Technology-Computer,,True,,female,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,2000.0,Bet365,founder,gambing,new,GBR,0.0,Europe,founder non-finance,New Sectors,True,not inherited,True,True,False
1092,1.6,,Don Hankey,70.0,United States,,,Money Management,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1954.0,Hankey Group,founder,"cars, finance",aquired,USA,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1092,1.6,,Gao Dekang,62.0,China,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1975.0,Bosideng International,chairman,apparel retail,new,CHN,0.0,East Asia,executive,Traded Sectors,True,not inherited,True,True,False
1092,1.6,,Gary Burrell,76.0,United States,,,Technology-Computer,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1989.0,Garmin,founder,GPS technology,new,USA,0.0,North America,founder non-finance,New Sectors,True,not inherited,True,True,False
1092,1.6,,Gu Wei,49.0,China,,,Non-consumer industrial,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,2005.0,Shenzhen MTC,chairman,electronics,new,CHN,0.0,East Asia,executive,Traded Sectors,True,not inherited,True,True,False
1092,1.6,,Hamilton James,62.0,United States,,,Money Management,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1985.0,Blackstone Group,president,hedge funds,new,USA,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1092,1.6,,Huang Shaowu,43.0,China,,,"Retail, Restaurant",,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1998.0,Shenzhen Aisidi,founder,retail,new,CHN,0.0,East Asia,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1092,1.6,,James Irsay,54.0,United States,,,Other,,False,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1953.0,Indianapolis Colts,relation,sports team,aquired,USA,0.0,North America,inherited,0,True,father,True,True,True
1092,1.6,,"Jim Justice, II.",62.0,United States,,,Mining and metals,,False,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1971.0,Bluestone Industries,relation,coal,new,USA,0.0,North America,inherited,Resource Related,True,father,True,True,True
1092,1.6,,"Joe Jamail, Jr.",88.0,United States,,,Other,,True,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1987.0,,lawyer,lawsuits,,USA,0.0,North America,executive,0,True,not inherited,True,True,False
1092,1.6,,Jon Stryker,55.0,United States,,,Technology-Medical,,False,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1941.0,Stryker Corporation,relation,medical supplies,new,USA,0.0,North America,inherited,New Sectors,True,3rd generation,True,True,True
1092,1.6,,Joyce Raley Teel,83.0,United States,,,"Retail, Restaurant",,False,,female,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1935.0,Raley's,relation,groceries,new,USA,0.0,North America,inherited,Non-Traded Sectors,True,father,True,True,True
1092,1.6,,Julio Bozano,78.0,Brazil,,,Money Management,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1960.0,Banco Bozano Simonsen,founder,banking,new,BRA,0.0,Latin America,self-made finance,Financial,True,not inherited,True,True,False
1092,1.6,,Karel Komarek,44.0,Czech Republic,,,Energy,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1995.0,KKCG Group,founder,oil and gas,new,CZE,0.0,Europe,privatized and resources,Resource Related,True,not inherited,True,True,False
1092,1.6,,Lee Jay-Hyun,53.0,South Korea,,,Media,,False,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1953.0,CJ Group,relation,"food, entertainment",subsidiary,KOR,0.0,East Asia,inherited,Non-Traded Sectors,True,3rd generation,True,True,True
1092,1.6,,Liang Xinjun,46.0,China,,,Diversified financial,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1992.0,Fosun Group,founder,investment,new,CHN,0.0,East Asia,self-made finance,Financial,True,not inherited,True,True,False
1092,1.6,,Louis Bacon,55.0,United States,,,Hedge funds,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1989.0,Moore Capital Management,founder,hedge funds,new,USA,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1092,1.6,,Mangal Prabhat Lodha,58.0,India,,,Real Estate,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1980.0,Lodha Group,founder,real estate,new,IND,0.0,South Asia,self-made finance,Financial,True,not inherited,True,True,False
1092,1.6,,Mario Gabelli,71.0,United States,,,Money Management,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1977.0,Gabelli Asset Management Company,founder,asset management,new,USA,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1092,1.6,,Mehmet Sinan Tara,55.0,Turkey,,,Constrution,,False,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1957.0,Enka insaat ve Sanayi,relation,construction,new,TUR,0.0,Middle East/North Africa,inherited,Non-Traded Sectors,True,father,True,True,True
1092,1.6,,Patrick Ryan,76.0,United States,,,Money Management,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1982.0,Aon Corporation,founder,risk management,new,USA,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
